都道府県,設置区分,学校名,所在市町村,地域ブロック,公式サイトURL,メールアドレス,お問い合わせフォームURL,備考
佐賀県,県立,佐賀県立佐賀西高等学校,佐賀市,佐賀,https://www.education.saga.jp/hp/saganishikoukou/,,，
佐賀県,県立,佐賀県立佐賀北高等学校,佐賀市,佐賀,https://www.education.saga.jp/hp/sagakitakoukou/,,，全日制・通信制併設
佐賀県,県立,佐賀県立佐賀東高等学校,佐賀市,佐賀,https://www.education.saga.jp/hp/sagahigashikoukou/,,，
佐賀県,県立,佐賀県立致遠館高等学校,佐賀市,佐賀,https://www.education.saga.jp/hp/chienkankoukou/,,，中高一貫
佐賀県,県立,佐賀県立佐賀工業高等学校,佐賀市,佐賀,https://www.education.saga.jp/hp/sagakougyoukoukou/,,，
佐賀県,県立,佐賀県立佐賀商業高等学校,佐賀市,佐賀,https://www.education.saga.jp/hp/sagashougyoukoukou/,,，
佐賀県,県立,佐賀県立高志館高等学校,佐賀市,佐賀,https://www.education.saga.jp/hp/koushikankoukou/,,，
佐賀県,県立,佐賀県立神埼高等学校,神埼市,佐賀,https://www.education.saga.jp/hp/kanzakikoukou/,,，
佐賀県,県立,佐賀県立神埼清明高等学校,神埼市,佐賀,https://www.education.saga.jp/hp/kanzakiseimeikoukou/,,，
佐賀県,県立,佐賀県立佐賀農業高等学校,杵島郡白石町,有明,https://www.education.saga.jp/hp/saganougyoukoukou/,,，所在地は白石町（有明ブロック）
佐賀県,県立,佐賀県立唐津東高等学校,唐津市,唐津,https://www.education.saga.jp/hp/karatsuhigashikoukou/,,，中高一貫
佐賀県,県立,佐賀県立唐津西高等学校,唐津市,唐津,https://www.education.saga.jp/hp/karatsunishikoukou/,,，
佐賀県,県立,佐賀県立唐津工業高等学校,唐津市,唐津,https://www.education.saga.jp/hp/karatsukougyoukoukou/,,，
佐賀県,県立,佐賀県立唐津商業高等学校,唐津市,唐津,https://www.education.saga.jp/hp/karatsushougyoukoukou/,,，
佐賀県,県立,佐賀県立唐津南高等学校,唐津市,唐津,https://www.education.saga.jp/hp/karatsuminamikoukou/,,，
佐賀県,県立,佐賀県立唐津青翔高等学校,唐津市,唐津,https://www.education.saga.jp/hp/karatsuseishoukoukou/,,，
佐賀県,県立,佐賀県立厳木高等学校,唐津市,唐津,https://www.education.saga.jp/hp/kyuuragikoukou/,,，
佐賀県,県立,佐賀県立伊万里高等学校,伊万里市,伊万里,https://www.education.saga.jp/hp/imarikoukou/,,，
佐賀県,県立,佐賀県立伊万里実業高等学校,伊万里市,伊万里,https://www.education.saga.jp/hp/imarijitsugyoukoukou/,,，
佐賀県,県立,佐賀県立有田工業高等学校,西松浦郡有田町,伊万里,https://www.education.saga.jp/hp/aritakougyoukoukou/,,，
佐賀県,県立,佐賀県立武雄高等学校,武雄市,武雄,https://www.education.saga.jp/hp/takeokoukou/,,，
佐賀県,県立,佐賀県立嬉野高等学校,嬉野市,武雄,https://www.education.saga.jp/hp/ureshinokoukou-n/,,，嬉野校舎・塩田校舎
佐賀県,県立,佐賀県立多久高等学校,多久市,武雄,https://www.education.saga.jp/hp/takukoukou/,,，
佐賀県,県立,佐賀県立小城高等学校,小城市,佐賀,https://www.education.saga.jp/hp/ogikoukou/,,，
佐賀県,県立,佐賀県立牛津高等学校,小城市,佐賀,https://www.education.saga.jp/hp/ushidukoukou/,,，
佐賀県,県立,佐賀県立鹿島高等学校,鹿島市,有明,https://www.education.saga.jp/hp/kashimakoukou-n/,,，
佐賀県,県立,佐賀県立白石高等学校,杵島郡白石町,有明,https://www.education.saga.jp/hp/shiroishikoukou-n/,,，
佐賀県,県立,佐賀県立太良高等学校,藤津郡太良町,有明,https://www.education.saga.jp/hp/tarakoukou/,,，
佐賀県,県立,佐賀県立三養基高等学校,三養基郡みやき町,有明,https://www.education.saga.jp/hp/miyakikoukou/,,，
佐賀県,県立,佐賀県立鳥栖高等学校,鳥栖市,有明,https://www.education.saga.jp/hp/tosukoukou/,,，
佐賀県,県立,佐賀県立鳥栖工業高等学校,鳥栖市,有明,https://www.education.saga.jp/hp/tosukougyoukoukou/,,，
佐賀県,県立,佐賀県立鳥栖商業高等学校,鳥栖市,有明,https://www.education.saga.jp/hp/tosushougyoukoukou/,,，
佐賀県,私立,龍谷高等学校,佐賀市,佐賀,https://www.sagaryukoku.ed.jp/hsc/,,https://www.sagaryukoku.ed.jp/hsc/contact/,
佐賀県,私立,佐賀清和高等学校,佐賀市,佐賀,https://sagaseiwa.com/highschool/,sagaseiwagakuen@po3.bunbun.ne.jp,https://sagaseiwa.com/contact/,
佐賀県,私立,佐賀学園高等学校,佐賀市,佐賀,https://www.sagagakuen.ed.jp/,sgh@po.bunbun.ne.jp,https://www.sagagakuen.ed.jp/contact/,
佐賀県,私立,北陵高等学校,佐賀市,佐賀,https://hokuryo.ac.jp/,info@hokuryo.ac.jp,,
佐賀県,私立,弘学館高等学校,佐賀市,佐賀,https://www.kogakukan.ac.jp/,,,
佐賀県,私立,佐賀女子高等学校,佐賀市,佐賀,https://www.asahigakuen.ac.jp/sagajoshikou/,,,
佐賀県,私立,東明館高等学校,三養基郡基山町,有明,https://www.tomeikan.ed.jp/,info@tomeikan.ed.jp,https://inner.tomeikan.ed.jp/about-school/inquiry/,
佐賀県,私立,早稲田佐賀高等学校,唐津市,唐津,https://www.wasedasaga.jp/,,https://www.wasedasaga.jp/request/contact/,早稲田大学系属
佐賀県,私立,敬徳高等学校,伊万里市,伊万里,https://keitoku.ed.jp/,,https://keitoku.ed.jp/contact/,
